id,area_sqft,bedrooms,bathrooms,parking,floor,property_type,location,city_tier,age_years,price_inr
412,200,4,2,2,21,Apartment,Pimpri-Chinchwad,tier2,16,2336000
413,1472,1,1,2,7,Apartment,Solapur,tier3,17,3330000
414,866,2,2,1,2,Villa,Rajkot,tier3,17,1997000
415,1214,3,2,1,10,Independent House,Dhanbad,tier3,18,3353000
416,585,2,2,2,25,Villa,Vadodara,tier2,2,4062000
417,977,2,2,1,5,Independent House,Kalyan-Dombivli,tier3,13,3098000
418,226,2,2,1,2,Independent House,Pimpri-Chinchwad,tier2,1,2298000
419,1860,4,1,2,24,Villa,Guwahati,tier3,4,5824000
420,1170,3,2,0,18,Apartment,Bhopal,tier2,1,6579000
421,2340,2,1,1,29,Studio,Lucknow,tier2,10,7928000
422,697,2,1,0,0,Studio,Jalandhar,tier3,5,2420000
423,732,3,1,1,23,Studio,Hubli-Dharwad,tier3,12,2679000
424,1558,2,1,1,1,Villa,Chennai,tier1,4,9701000
425,1767,2,2,1,17,Apartment,Rajkot,tier3,26,3464000
426,1909,2,2,2,23,Studio,Visakhapatnam,tier2,25,5739000
427,1885,1,1,1,22,Studio,Jaipur,tier2,14,6044000
428,1728,3,1,0,0,Penthouse,Chennai,tier1,7,12370000
429,206,5,2,1,14,Apartment,Hubli-Dharwad,tier3,9,2250000
430,1001,2,2,1,26,Villa,Tiruchirappalli,tier3,24,1993000
431,1154,3,2,1,23,Penthouse,Chennai,tier1,3,8711000
432,1249,2,1,1,30,Villa,Moradabad,tier3,16,3021000
433,1149,3,3,0,14,Apartment,Srinagar,tier3,17,3058000
434,206,2,2,1,30,Studio,Hubli-Dharwad,tier3,0,1737000
435,2016,3,1,2,0,Penthouse,Surat,tier2,4,8518000
436,826,2,1,1,1,Apartment,Solapur,tier3,5,2578000
437,925,5,2,1,7,Independent House,Kolkata,tier1,18,6037000
438,2375,2,2,1,4,Independent House,Ludhiana,tier3,26,4255000
439,1969,5,2,1,19,Penthouse,Thane,tier2,5,9866000
440,949,1,1,1,4,Villa,Faridabad,tier3,24,1980000
441,342,1,1,1,25,Penthouse,Chandigarh,tier3,12,1150000
442,1294,3,1,1,19,Apartment,Ludhiana,tier3,0,4395000
443,1962,4,1,1,0,Studio,Srinagar,tier3,2,6540000
444,1617,1,1,1,29,Studio,Bhopal,tier2,6,6561000
445,1010,2,2,1,19,Villa,Aligarh,tier3,17,2417000
446,2514,3,3,1,22,Villa,Chandigarh,tier3,5,7593000
447,856,4,2,2,0,Penthouse,Srinagar,tier3,13,3101000
448,1317,4,2,1,0,Villa,Patna,tier2,2,7646000
449,824,1,1,2,14,Apartment,Lucknow,tier2,5,4340000
450,1928,4,1,1,0,Studio,Guwahati,tier3,12,4955000
451,1374,3,2,1,0,Studio,Bhubaneswar,tier3,19,3439000
452,715,3,2,1,16,Penthouse,Thane,tier2,6,3915000
453,1357,2,1,1,12,Independent House,Kalyan-Dombivli,tier3,28,2398000
454,2055,3,1,1,13,Villa,Chennai,tier1,8,16564000
455,1312,5,1,2,16,Penthouse,Varanasi,tier3,7,5364000
456,828,4,2,0,15,Studio,Jalandhar,tier3,19,2371000
457,1144,3,1,1,29,Penthouse,Thiruvananthapuram,tier3,14,2919000
458,2067,3,2,1,14,Villa,Aligarh,tier3,18,4810000
459,1636,1,1,1,0,Independent House,Chennai,tier1,9,9435000
460,384,3,3,0,13,Studio,Ludhiana,tier3,6,2471000
461,1063,1,1,1,11,Villa,Vadodara,tier2,10,3910000
462,615,1,1,0,7,Apartment,Faridabad,tier3,16,1176000
463,1386,3,2,1,6,Independent House,Salem,tier3,19,3716000
464,783,4,1,1,9,Villa,Chennai,tier1,18,4594000
465,1953,2,2,1,16,Villa,Vadodara,tier2,5,10408000
466,200,2,1,1,4,Penthouse,Jodhpur,tier3,17,1020000
467,447,3,1,1,28,Penthouse,Varanasi,tier3,11,1851000
468,1116,3,2,1,20,Penthouse,Faridabad,tier3,13,3400000
469,1502,5,2,1,5,Apartment,Meerut,tier3,3,5145000
470,2629,2,2,1,29,Independent House,Chandigarh,tier3,10,6200000
471,840,2,1,2,4,Studio,Varanasi,tier3,2,2819000
472,391,2,2,2,4,Villa,Lucknow,tier2,3,2805000
473,230,5,2,1,1,Villa,Ludhiana,tier3,26,1760000
474,1607,3,1,1,10,Apartment,Faridabad,tier3,9,3831000
475,1031,2,1,1,3,Penthouse,Salem,tier3,8,3376000
476,1211,4,2,1,23,Independent House,Solapur,tier3,9,3939000
477,1893,2,2,1,3,Studio,Nashik,tier3,5,5671000
478,1850,2,2,2,4,Independent House,Ahmedabad,tier1,12,12068000
479,1501,2,2,1,5,Villa,Kalyan-Dombivli,tier3,11,3887000
480,748,2,2,1,10,Studio,Madurai,tier3,3,2287000
481,799,3,2,1,20,Penthouse,Aligarh,tier3,14,3209000
482,1409,1,1,1,9,Villa,Moradabad,tier3,15,3227000
483,1881,2,2,1,17,Villa,Bhopal,tier2,0,9009000
484,1402,2,1,1,7,Independent House,Bhubaneswar,tier3,13,3593000
485,1479,2,2,1,0,Penthouse,Hyderabad,tier1,18,8554000
486,2044,4,2,2,26,Studio,Jodhpur,tier3,16,5667000
487,200,2,1,1,30,Studio,Salem,tier3,6,1388000
488,340,2,1,0,29,Apartment,Salem,tier3,2,1897000
489,200,4,1,2,30,Penthouse,Solapur,tier3,5,2421000
490,1262,2,1,1,9,Studio,Varanasi,tier3,5,3880000
491,344,4,1,0,11,Villa,Nashik,tier3,15,1931000
492,1132,1,1,1,9,Penthouse,Thiruvananthapuram,tier3,2,3588000
493,1506,1,1,2,25,Villa,Visakhapatnam,tier2,25,3989000
494,2661,2,1,1,14,Apartment,Nagpur,tier2,8,11350000
495,857,3,1,1,27,Villa,Faridabad,tier3,19,2789000
496,718,2,1,2,22,Independent House,Bhopal,tier2,3,3977000
497,375,3,2,1,4,Villa,Bangalore,tier1,1,4320000
498,200,2,1,1,5,Villa,Salem,tier3,22,1151000
499,1225,3,1,1,12,Studio,Delhi,tier1,5,10647000
500,1000,2,2,1,24,Villa,Bhopal,tier2,15,4563000
501,965,2,2,1,13,Villa,Vasai-Virar,tier3,12,2556000
502,1920,3,2,0,18,Studio,Salem,tier3,6,5535000
503,1593,5,2,1,5,Penthouse,Guwahati,tier3,22,4058000
504,1713,3,2,1,0,Penthouse,Agra,tier3,8,5006000
505,577,4,1,2,28,Villa,Kota,tier3,9,2959000
506,570,1,1,0,8,Penthouse,Chennai,tier1,16,4145000
507,649,2,1,1,9,Villa,Rajkot,tier3,3,2220000
508,1402,4,3,1,22,Studio,Chennai,tier1,1,12670000
509,1391,2,2,1,18,Apartment,Varanasi,tier3,6,3629000
510,992,2,2,2,21,Studio,Vadodara,tier2,13,4376000
511,2578,4,2,0,19,Penthouse,Jalandhar,tier3,18,5174000
512,2011,2,1,1,5,Independent House,Thane,tier2,1,7902000
513,971,3,1,2,10,Studio,Varanasi,tier3,19,2615000
514,998,3,1,2,0,Penthouse,Patna,tier2,14,4578000
515,671,2,1,1,21,Penthouse,Thiruvananthapuram,tier3,5,2537000
516,1103,5,1,1,28,Penthouse,Patna,tier2,14,4328000
517,702,2,2,2,0,Apartment,Ludhiana,tier3,2,2821000
518,548,2,2,1,9,Penthouse,Kota,tier3,18,1939000
519,674,2,2,1,20,Apartment,Jaipur,tier2,22,2339000
520,1445,5,2,1,29,Apartment,Varanasi,tier3,23,3587000
521,1048,2,1,1,20,Villa,Hyderabad,tier1,3,8556000
522,982,2,2,1,24,Villa,Jaipur,tier2,14,4731000
523,788,3,1,1,13,Villa,Indore,tier2,5,4352000
524,810,4,2,2,0,Apartment,Lucknow,tier2,18,4049000
525,1702,3,1,1,0,Independent House,Bhopal,tier2,6,6803000
526,960,2,2,1,27,Villa,Vadodara,tier2,15,3493000
527,2226,1,1,1,18,Penthouse,Jalandhar,tier3,8,5928000
528,1869,2,2,1,12,Apartment,Bhopal,tier2,19,6739000
529,1544,4,2,1,16,Independent House,Bhopal,tier2,6,7286000
530,1920,2,1,1,8,Apartment,Thane,tier2,24,5127000
531,850,3,1,1,17,Villa,Varanasi,tier3,11,2804000
532,380,2,2,1,28,Apartment,Faridabad,tier3,28,1199000
533,1010,3,2,1,8,Studio,Mumbai,tier1,8,7276000
534,900,2,1,1,30,Villa,Kota,tier3,25,1729000
535,1601,1,1,1,18,Studio,Bhubaneswar,tier3,0,4749000
536,2917,4,2,1,27,Penthouse,Solapur,tier3,4,7401000
537,912,1,1,1,10,Independent House,Srinagar,tier3,2,2875000
538,705,3,2,2,11,Villa,Ghaziabad,tier3,8,3034000
539,2050,2,1,1,23,Independent House,Pune,tier1,20,10902000
540,1343,2,2,1,25,Penthouse,Tiruchirappalli,tier3,19,2928000
541,815,1,1,1,18,Independent House,Visakhapatnam,tier2,26,2458000
542,546,1,1,1,7,Apartment,Tiruchirappalli,tier3,16,1581000
543,1146,3,1,1,0,Penthouse,Vadodara,tier2,7,6160000
544,1085,1,1,1,13,Villa,Meerut,tier3,4,3308000
545,762,2,2,2,0,Apartment,Bhopal,tier2,18,4089000
546,2410,2,1,1,2,Penthouse,Tiruchirappalli,tier3,21,4589000
547,1415,2,2,1,0,Villa,Faridabad,tier3,17,3762000
548,1513,3,1,2,1,Penthouse,Lucknow,tier2,4,6890000
549,1941,2,2,1,7,Independent House,Vadodara,tier2,10,6337000
550,731,3,1,1,29,Studio,Lucknow,tier2,24,2831000
551,2115,4,2,0,19,Villa,Bangalore,tier1,19,10411000
552,848,2,1,1,5,Studio,Hubli-Dharwad,tier3,5,2911000
553,1033,2,1,1,17,Penthouse,Bhubaneswar,tier3,8,3584000
554,1684,5,1,1,24,Penthouse,Jalandhar,tier3,36,2228000
555,1089,2,2,1,17,Studio,Jodhpur,tier3,12,3162000
556,1263,3,2,1,13,Studio,Ghaziabad,tier3,20,2875000
557,2609,3,1,1,24,Villa,Vadodara,tier2,0,13617000
558,571,2,2,1,15,Penthouse,Delhi,tier1,30,2669000
559,833,3,2,1,0,Studio,Faridabad,tier3,14,2773000
560,1478,3,2,1,16,Apartment,Indore,tier2,12,7897000
561,1610,1,1,0,4,Apartment,Jalandhar,tier3,6,3159000
562,1978,3,2,1,2,Villa,Agra,tier3,15,4805000
563,731,3,1,2,19,Penthouse,Rajkot,tier3,13,2682000
564,1815,2,2,1,0,Independent House,Mumbai,tier1,29,6997000
565,1231,3,3,2,30,Studio,Rajkot,tier3,9,4214000
566,598,2,1,1,5,Penthouse,Kolkata,tier1,27,3340000
567,1504,4,2,2,15,Apartment,Ghaziabad,tier3,2,6596000
568,1285,3,1,1,14,Studio,Hyderabad,tier1,16,7985000
569,2170,3,2,2,1,Independent House,Jaipur,tier2,5,11298000
570,685,2,2,2,0,Villa,Thane,tier2,16,3221000
571,2171,5,2,1,11,Studio,Varanasi,tier3,1,7905000
572,1000,2,2,1,2,Independent House,Ghaziabad,tier3,26,2385000
573,971,3,1,1,15,Penthouse,Vasai-Virar,tier3,13,2641000
574,1270,3,1,1,0,Penthouse,Ahmedabad,tier1,5,10952000
575,1475,1,1,1,6,Independent House,Delhi,tier1,15,8929000
576,1786,3,1,1,21,Penthouse,Patna,tier2,9,8039000
577,1450,2,2,1,17,Villa,Ghaziabad,tier3,6,4619000
578,2054,3,2,2,6,Penthouse,Salem,tier3,13,5419000
579,645,2,2,2,17,Villa,Visakhapatnam,tier2,23,2304000
580,1370,3,3,2,0,Apartment,Nashik,tier3,12,3842000
581,1820,3,1,1,29,Apartment,Solapur,tier3,13,4382000
582,755,1,1,1,20,Apartment,Ahmedabad,tier1,9,5248000
583,1597,2,1,1,0,Villa,Bangalore,tier1,9,12668000
584,1261,2,2,1,16,Penthouse,Rajkot,tier3,4,3854000
585,382,2,1,1,14,Studio,Bangalore,tier1,7,2909000
586,479,2,2,1,25,Villa,Surat,tier2,8,3199000
587,1479,2,2,1,20,Apartment,Kanpur,tier2,9,6033000
588,511,2,2,1,10,Villa,Solapur,tier3,14,1954000
589,1298,3,1,1,28,Apartment,Mumbai,tier1,11,10376000
590,1102,2,2,1,26,Studio,Kalyan-Dombivli,tier3,7,3510000
591,1672,3,1,1,18,Penthouse,Vadodara,tier2,12,7080000
592,1136,3,1,1,0,Villa,Nagpur,tier2,0,5329000
593,1088,2,1,1,15,Villa,Kalyan-Dombivli,tier3,1,3603000
594,386,3,2,2,17,Independent House,Visakhapatnam,tier2,18,2027000
595,2056,3,2,1,7,Studio,Nagpur,tier2,4,10087000
596,1228,1,1,1,10,Studio,Indore,tier2,17,4610000
597,1513,2,1,0,7,Studio,Chandigarh,tier3,6,4444000
598,1327,3,2,0,6,Independent House,Guwahati,tier3,3,4009000
599,1406,1,1,1,0,Penthouse,Indore,tier2,16,4829000
600,1535,4,3,1,23,Apartment,Jalandhar,tier3,18,4126000
601,1220,2,2,1,11,Penthouse,Guwahati,tier3,8,3441000
602,1359,2,1,1,16,Penthouse,Bhubaneswar,tier3,22,2663000
603,382,1,1,1,15,Apartment,Surat,tier2,24,1295000
604,439,3,2,1,26,Penthouse,Chennai,tier1,0,5013000
605,1056,3,2,1,2,Villa,Chennai,tier1,7,9101000
606,1802,4,2,2,24,Villa,Rajkot,tier3,6,6631000
607,200,2,2,2,20,Independent House,Kalyan-Dombivli,tier3,9,1900000
608,460,2,1,2,5,Studio,Aligarh,tier3,5,2413000
609,630,3,2,0,16,Studio,Faridabad,tier3,6,2513000
610,886,3,3,2,0,Villa,Hyderabad,tier1,4,8441000
611,1906,5,1,1,14,Penthouse,Rajkot,tier3,5,6160000
612,1066,2,2,2,22,Studio,Bangalore,tier1,28,5110000
613,1119,2,1,1,0,Villa,Surat,tier2,8,5587000
614,1002,3,2,1,19,Studio,Nagpur,tier2,6,5178000
615,1520,3,1,1,23,Penthouse,Tiruchirappalli,tier3,6,4015000
616,599,1,1,1,9,Independent House,Chennai,tier1,1,5873000
617,697,3,2,2,23,Villa,Faridabad,tier3,4,3728000
618,1134,2,1,1,2,Apartment,Aligarh,tier3,7,3864000
619,761,4,2,1,14,Apartment,Varanasi,tier3,1,4374000
620,242,2,2,1,7,Apartment,Kalyan-Dombivli,tier3,22,1059000
621,735,2,1,1,8,Villa,Srinagar,tier3,11,2450000
622,2199,4,1,1,11,Penthouse,Lucknow,tier2,6,10220000
623,447,4,2,0,25,Studio,Surat,tier2,1,3860000
624,1199,5,1,1,9,Independent House,Srinagar,tier3,0,5517000
625,1097,3,2,1,11,Penthouse,Pune,tier1,10,9280000
626,2230,3,2,2,11,Penthouse,Thiruvananthapuram,tier3,14,6281000
627,1274,2,2,0,29,Penthouse,Salem,tier3,11,3728000
628,466,1,1,2,29,Penthouse,Varanasi,tier3,21,1491000
629,348,3,2,1,20,Villa,Varanasi,tier3,7,2186000
630,935,4,2,1,13,Penthouse,Jaipur,tier2,30,2493000
631,1928,4,1,2,15,Studio,Ghaziabad,tier3,6,5604000
632,226,3,1,1,25,Independent House,Kolkata,tier1,11,2364000
633,1038,2,1,2,15,Independent House,Ahmedabad,tier1,30,4583000
634,1729,2,1,0,6,Apartment,Kolkata,tier1,13,12812000
635,209,3,1,1,20,Apartment,Kalyan-Dombivli,tier3,4,1468000
636,1079,2,1,1,18,Villa,Solapur,tier3,14,2443000
637,1321,2,1,2,25,Independent House,Jodhpur,tier3,10,3446000
638,1479,3,2,1,4,Apartment,Raipur,tier3,3,4551000
639,1647,2,1,2,29,Apartment,Mumbai,tier1,11,10806000
640,837,2,2,1,0,Independent House,Mumbai,tier1,22,4326000
641,614,3,1,0,13,Studio,Mumbai,tier1,18,4501000
642,1051,4,2,1,3,Independent House,Hyderabad,tier1,23,6763000
643,492,2,2,1,0,Apartment,Kalyan-Dombivli,tier3,13,1788000
644,2726,2,2,1,11,Independent House,Kanpur,tier2,22,9660000
645,2075,2,1,0,13,Penthouse,Thiruvananthapuram,tier3,6,6134000
646,938,1,1,2,12,Studio,Chennai,tier1,21,4524000
647,1757,2,2,1,0,Studio,Meerut,tier3,13,4000000
648,2219,2,2,1,16,Studio,Bhopal,tier2,1,12404000
649,1997,2,1,2,21,Apartment,Srinagar,tier3,3,5713000
650,519,2,2,1,5,Apartment,Lucknow,tier2,8,3291000
651,2144,2,1,1,13,Villa,Patna,tier2,10,7541000
652,1848,2,1,1,29,Penthouse,Indore,tier2,8,7991000
653,316,4,2,1,27,Apartment,Warangal,tier3,5,2716000
654,1287,2,2,1,0,Penthouse,Surat,tier2,4,7051000
655,1503,2,2,2,21,Penthouse,Warangal,tier3,5,4610000
656,1667,2,1,1,17,Villa,Rajkot,tier3,11,3680000
657,1771,4,1,0,14,Apartment,Pimpri-Chinchwad,tier2,11,7791000
658,1012,5,2,2,7,Studio,Jaipur,tier2,25,3900000
659,2364,3,2,1,11,Independent House,Pune,tier1,14,18657000
660,618,2,1,1,0,Penthouse,Solapur,tier3,23,1272000
661,1967,3,1,1,8,Studio,Dhanbad,tier3,22,4234000
662,1839,4,1,1,5,Studio,Nagpur,tier2,23,6756000
663,1801,2,2,1,16,Apartment,Ludhiana,tier3,3,5177000
664,1189,3,2,0,14,Studio,Meerut,tier3,15,3655000
665,1366,4,1,1,19,Apartment,Ghaziabad,tier3,11,4616000
666,1107,3,1,1,2,Studio,Ghaziabad,tier3,31,2181000
667,1233,3,1,1,5,Apartment,Jodhpur,tier3,3,4215000
668,1461,1,1,2,0,Penthouse,Jodhpur,tier3,0,4786000
669,2176,2,2,1,0,Studio,Jaipur,tier2,17,7297000
670,1189,3,2,1,11,Apartment,Jodhpur,tier3,0,4366000
671,1115,1,1,1,0,Studio,Vadodara,tier2,14,4710000
672,1407,4,1,2,20,Villa,Dhanbad,tier3,23,2880000
673,470,1,1,0,29,Apartment,Bareilly,tier3,21,963000
674,887,4,2,2,9,Apartment,Kolkata,tier1,38,3999000
675,911,3,1,1,30,Independent House,Raipur,tier3,21,2465000
676,710,4,3,1,15,Studio,Mysore,tier3,25,2357000
677,645,3,2,2,2,Independent House,Srinagar,tier3,0,3733000
678,755,3,3,2,22,Penthouse,Pune,tier1,6,8467000
679,615,2,1,2,10,Studio,Bangalore,tier1,7,4208000
680,966,3,3,2,28,Independent House,Tiruchirappalli,tier3,14,3779000
681,2628,3,2,1,27,Studio,Visakhapatnam,tier2,18,8204000
682,767,3,2,1,1,Independent House,Nashik,tier3,25,2148000
683,1812,2,2,1,17,Independent House,Agra,tier3,21,3734000
684,366,2,2,2,6,Penthouse,Tiruchirappalli,tier3,26,1432000
685,2587,2,2,1,19,Studio,Salem,tier3,15,5938000
686,1256,3,3,1,18,Penthouse,Visakhapatnam,tier2,7,6916000
687,2050,4,2,1,12,Penthouse,Madurai,tier3,27,2988000
688,1083,4,1,1,0,Penthouse,Visakhapatnam,tier2,22,4438000
689,1725,2,2,2,22,Independent House,Delhi,tier1,20,8408000
690,2168,2,2,1,3,Apartment,Moradabad,tier3,20,4196000
691,985,5,2,1,23,Studio,Mysore,tier3,18,3427000
692,1391,2,1,1,29,Penthouse,Aligarh,tier3,15,3085000
693,2097,2,1,1,4,Studio,Indore,tier2,6,10104000
694,1604,5,3,2,7,Villa,Visakhapatnam,tier2,14,6291000
695,1581,2,2,1,17,Studio,Madurai,tier3,29,2681000
696,1762,3,2,1,2,Independent House,Ghaziabad,tier3,12,4142000
697,1493,5,3,2,6,Independent House,Vadodara,tier2,3,9491000
698,1213,3,1,0,26,Independent House,Aligarh,tier3,16,2601000
699,1379,2,1,1,6,Apartment,Hubli-Dharwad,tier3,12,3943000
700,2033,5,1,0,11,Apartment,Agra,tier3,8,7032000
701,1325,3,1,1,16,Studio,Vasai-Virar,tier3,0,3991000
702,332,3,2,1,1,Apartment,Visakhapatnam,tier2,8,2924000
703,1162,3,1,1,0,Apartment,Hubli-Dharwad,tier3,25,2334000
704,1526,2,1,1,13,Independent House,Faridabad,tier3,26,2613000
705,988,3,2,2,29,Villa,Chandigarh,tier3,38,1427000
706,992,4,2,1,2,Studio,Pune,tier1,8,8884000
707,1689,4,3,1,8,Penthouse,Jodhpur,tier3,27,3430000
708,2132,2,1,0,22,Penthouse,Bhubaneswar,tier3,33,2376000
709,588,3,1,1,19,Studio,Hubli-Dharwad,tier3,14,2067000
710,980,2,2,1,30,Independent House,Chandigarh,tier3,13,2586000
711,200,2,1,1,20,Apartment,Nashik,tier3,7,1359000
712,806,3,2,0,3,Villa,Ghaziabad,tier3,18,2632000
713,1750,3,2,1,6,Penthouse,Bareilly,tier3,21,3229000
714,200,2,2,0,18,Villa,Nashik,tier3,3,1538000
715,582,2,2,1,21,Penthouse,Jodhpur,tier3,9,2564000
716,806,3,2,2,0,Independent House,Bangalore,tier1,9,5820000
717,3027,2,2,1,13,Studio,Warangal,tier3,14,6615000
718,581,2,2,1,3,Villa,Salem,tier3,10,2354000
719,585,3,2,1,8,Villa,Lucknow,tier2,23,2541000
720,668,3,2,1,0,Penthouse,Pune,tier1,14,4980000
721,1454,2,1,0,18,Penthouse,Jaipur,tier2,2,6061000
722,1604,2,1,1,0,Studio,Indore,tier2,23,5676000
723,865,2,1,1,3,Independent House,Srinagar,tier3,8,2831000
724,322,2,2,1,1,Independent House,Madurai,tier3,11,1762000
725,200,1,1,1,1,Independent House,Aligarh,tier3,10,916000
726,797,2,2,1,3,Penthouse,Srinagar,tier3,7,2316000
727,299,1,1,1,17,Studio,Kanpur,tier2,9,1573000
728,1478,2,1,1,8,Independent House,Warangal,tier3,17,3313000
729,754,3,1,0,14,Penthouse,Raipur,tier3,2,2364000
730,1979,2,2,2,19,Independent House,Surat,tier2,8,7596000
731,905,2,1,2,9,Villa,Kota,tier3,20,2178000
732,528,5,1,1,15,Studio,Moradabad,tier3,1,3366000
733,1550,2,2,1,22,Apartment,Thane,tier2,3,7586000
734,200,1,1,0,4,Independent House,Bareilly,tier3,7,838000
735,381,3,1,1,7,Penthouse,Lucknow,tier2,9,2317000
736,200,2,2,1,1,Villa,Dhanbad,tier3,8,1658000
737,1334,3,2,2,11,Studio,Raipur,tier3,28,2910000
738,1649,2,2,1,16,Villa,Faridabad,tier3,19,3774000
739,1107,2,2,2,0,Apartment,Chandigarh,tier3,16,2828000
740,2316,4,1,0,23,Studio,Surat,tier2,8,9297000
741,1403,2,1,1,0,Villa,Lucknow,tier2,22,4211000
742,1584,2,1,1,3,Penthouse,Bareilly,tier3,7,3841000
743,1036,3,2,0,15,Apartment,Dhanbad,tier3,18,2844000
744,1301,3,2,1,14,Studio,Faridabad,tier3,22,2882000
745,1495,2,2,1,30,Apartment,Jodhpur,tier3,2,5627000
746,1702,2,1,1,3,Apartment,Moradabad,tier3,13,4872000
747,3371,3,2,1,25,Studio,Kalyan-Dombivli,tier3,5,10157000
748,214,4,1,1,24,Apartment,Visakhapatnam,tier2,2,3051000
749,487,2,2,1,9,Penthouse,Tiruchirappalli,tier3,23,1805000
750,1736,4,2,2,7,Penthouse,Kolkata,tier1,4,15454000
751,427,1,1,1,0,Independent House,Faridabad,tier3,5,1528000
752,2091,3,2,1,0,Independent House,Ludhiana,tier3,1,6478000
753,255,3,2,1,7,Independent House,Bangalore,tier1,11,2687000
754,1258,3,1,1,10,Villa,Chandigarh,tier3,15,3676000
755,2065,3,1,2,23,Apartment,Lucknow,tier2,11,9822000
756,798,2,2,2,25,Apartment,Tiruchirappalli,tier3,14,2370000
757,393,4,2,1,24,Apartment,Bhopal,tier2,11,3042000
758,1755,2,1,1,6,Studio,Kota,tier3,21,3391000
759,1907,1,1,1,24,Apartment,Bhopal,tier2,13,6953000
760,912,3,1,1,25,Apartment,Tiruchirappalli,tier3,2,3782000
761,1236,2,2,2,2,Studio,Chennai,tier1,16,9252000
762,1497,2,1,1,10,Penthouse,Nagpur,tier2,22,4880000
763,1593,2,1,2,1,Villa,Srinagar,tier3,3,4101000
764,1436,5,2,2,25,Studio,Hubli-Dharwad,tier3,16,4897000
765,725,4,1,2,17,Studio,Mumbai,tier1,18,6011000
766,995,3,2,1,28,Apartment,Pimpri-Chinchwad,tier2,9,5055000
767,2247,2,2,1,4,Independent House,Thane,tier2,3,10427000
768,1926,2,1,1,20,Studio,Jodhpur,tier3,16,4120000
769,1830,2,2,1,6,Apartment,Vasai-Virar,tier3,4,4300000
770,895,2,1,1,5,Studio,Visakhapatnam,tier2,0,4700000
771,1514,2,2,2,0,Independent House,Varanasi,tier3,0,5853000
772,1019,1,1,0,10,Studio,Indore,tier2,28,2273000
773,1497,3,2,1,24,Apartment,Kanpur,tier2,12,7440000
774,763,2,2,1,21,Studio,Kalyan-Dombivli,tier3,13,1991000
775,1681,4,2,2,5,Independent House,Guwahati,tier3,18,5231000
776,2488,2,1,2,0,Apartment,Thiruvananthapuram,tier3,15,5177000
777,1230,3,2,1,18,Villa,Kolkata,tier1,28,6594000
778,200,3,3,1,2,Penthouse,Srinagar,tier3,3,1940000
779,2722,2,2,1,3,Villa,Pimpri-Chinchwad,tier2,12,9010000
780,484,3,2,1,1,Penthouse,Patna,tier2,11,3276000
781,518,4,2,2,29,Penthouse,Chandigarh,tier3,5,3265000
782,1550,2,2,1,1,Villa,Guwahati,tier3,1,5110000
783,1976,3,2,1,10,Independent House,Vasai-Virar,tier3,21,4271000
784,544,2,1,1,0,Apartment,Madurai,tier3,22,1365000
785,1139,4,1,1,17,Independent House,Pune,tier1,4,8256000
786,1752,3,2,1,2,Apartment,Bhubaneswar,tier3,16,3489000
787,940,3,2,1,27,Apartment,Dhanbad,tier3,9,3122000
788,1297,3,1,0,29,Penthouse,Vasai-Virar,tier3,14,3067000
789,503,4,3,1,14,Apartment,Agra,tier3,21,2036000
790,200,5,2,1,0,Studio,Bhopal,tier2,10,2927000
791,675,2,1,1,27,Villa,Nashik,tier3,21,1903000
792,1021,3,1,2,3,Villa,Chennai,tier1,30,5325000
793,2017,2,1,1,23,Apartment,Indore,tier2,14,7016000
794,1298,3,1,2,16,Apartment,Nagpur,tier2,20,4393000
795,1942,1,1,1,8,Studio,Mysore,tier3,3,4310000
796,1073,4,2,1,29,Independent House,Salem,tier3,0,4952000
797,1381,3,2,1,0,Apartment,Kalyan-Dombivli,tier3,16,3377000
798,1910,2,2,1,2,Studio,Kota,tier3,26,3637000
799,1564,2,1,1,22,Penthouse,Ludhiana,tier3,13,4143000
800,1469,2,1,1,26,Penthouse,Mumbai,tier1,13,9086000
801,1208,3,2,0,2,Studio,Bareilly,tier3,21,3297000
802,1066,3,2,2,19,Studio,Hyderabad,tier1,11,7148000
803,1283,2,2,1,10,Penthouse,Thiruvananthapuram,tier3,20,2894000
804,290,2,2,1,21,Studio,Jodhpur,tier3,4,1696000
805,346,3,2,1,21,Apartment,Ludhiana,tier3,8,2180000
806,571,2,2,1,8,Studio,Faridabad,tier3,17,1975000
807,1248,4,3,1,10,Independent House,Meerut,tier3,15,3895000
808,1534,4,1,1,0,Apartment,Thiruvananthapuram,tier3,21,3738000
809,231,3,1,1,7,Apartment,Bhubaneswar,tier3,7,1676000
810,686,3,2,1,1,Villa,Surat,tier2,22,2787000
811,1214,1,1,1,25,Independent House,Faridabad,tier3,37,1774000
812,200,2,2,2,9,Villa,Pune,tier1,21,1950000
813,1453,4,2,1,16,Independent House,Bhubaneswar,tier3,30,2364000
814,709,3,1,1,13,Studio,Kota,tier3,0,2847000
815,1025,3,2,1,29,Penthouse,Jodhpur,tier3,26,2477000
816,1757,2,2,1,26,Villa,Chennai,tier1,9,14612000
817,1286,3,2,1,17,Penthouse,Vadodara,tier2,13,5520000
818,1557,4,1,1,14,Villa,Madurai,tier3,18,4390000
819,937,3,3,1,4,Penthouse,Bareilly,tier3,9,3986000
820,1131,4,1,1,23,Villa,Nashik,tier3,19,3137000
821,1559,2,2,1,9,Villa,Indore,tier2,11,6405000
822,1840,1,1,1,7,Villa,Vadodara,tier2,19,6174000
